timestep 	 current 
 
0 	 	 0.05 
1 	 	 0.05 
2 	 	 0.05 
3 	 	 0.05 
4 	 	 0.05 
5 	 	 0.05 
6 	 	 0.05 
7 	 	 0.05 
8 	 	 0.05 
9 	 	 0.05 
10 	 	 0.05 
11 	 	 0.05 
12 	 	 0.05 
13 	 	 0.05 
14 	 	 0.05 
15 	 	 0.05 
16 	 	 0.05 
17 	 	 0.05 
18 	 	 0.05 
19 	 	 0.05 
20 	 	 0.05 
21 	 	 0.05 
22 	 	 0.05 
23 	 	 0.05 
24 	 	 0.05 
25 	 	 0.05 
26 	 	 0.05 
27 	 	 0.05 
28 	 	 0.05 
29 	 	 0.05 
30 	 	 0.05 
31 	 	 0.05 
32 	 	 0.05 
33 	 	 0.05 
34 	 	 0.05 
35 	 	 0.05 
36 	 	 0.05 
37 	 	 0.05 
38 	 	 0.05 
39 	 	 0.05 
40 	 	 0.05 
41 	 	 0.05 
42 	 	 0.05 
43 	 	 0.05 
44 	 	 0.05 
45 	 	 0.05 
46 	 	 0.05 
47 	 	 0.05 
48 	 	 0.05 
49 	 	 0.05 
50 	 	 0.05 
51 	 	 0.05 
52 	 	 0.05 
53 	 	 0.05 
54 	 	 0.05 
55 	 	 0.05 
56 	 	 0.05 
57 	 	 0.05 
58 	 	 0.05 
59 	 	 0.05 
60 	 	 0.05 
61 	 	 0.05 
62 	 	 0.05 
63 	 	 0.05 
64 	 	 0.05 
65 	 	 0.05 
66 	 	 0.05 
67 	 	 0.05 
68 	 	 0.05 
69 	 	 0.05 
70 	 	 0.05 
71 	 	 0.05 
72 	 	 0.05 
73 	 	 0.05 
74 	 	 0.05 
75 	 	 0.05 
76 	 	 0.05 
77 	 	 0.05 
78 	 	 0.05 
79 	 	 0.05 
80 	 	 0.05 
81 	 	 0.05 
82 	 	 0.05 
83 	 	 0.05 
84 	 	 0.05 
85 	 	 0.05 
86 	 	 0.05 
87 	 	 0.05 
88 	 	 0.05 
89 	 	 0.05 
90 	 	 0.05 
91 	 	 0.05 
92 	 	 0.05 
93 	 	 0.05 
94 	 	 0.05 
95 	 	 0.05 
96 	 	 0.05 
97 	 	 0.05 
98 	 	 0.05 
99 	 	 0.05 
100 	 	 0.05 
101 	 	 0.05 
102 	 	 0.05 
103 	 	 0.05 
104 	 	 0.05 
105 	 	 0.05 
106 	 	 0.05 
107 	 	 0.05 
108 	 	 0.05 
109 	 	 0.05 
110 	 	 0.05 
111 	 	 0.05 
112 	 	 0.05 
113 	 	 0.05 
114 	 	 0.05 
115 	 	 0.05 
116 	 	 0.05 
117 	 	 0.05 
118 	 	 0.05 
119 	 	 0.05 
120 	 	 0.05 
121 	 	 0.05 
122 	 	 0.05 
123 	 	 0.05 
124 	 	 0.05 
125 	 	 0.05 
126 	 	 0.05 
127 	 	 0.05 
128 	 	 0.05 
129 	 	 0.05 
130 	 	 0.05 
131 	 	 0.05 
132 	 	 0.05 
133 	 	 0.05 
134 	 	 0.05 
135 	 	 0.05 
136 	 	 0.05 
137 	 	 0.05 
138 	 	 0.05 
139 	 	 0.05 
140 	 	 0.05 
141 	 	 0.05 
142 	 	 0.05 
143 	 	 0.05 
144 	 	 0.05 
145 	 	 0.05 
146 	 	 0.05 
147 	 	 0.05 
148 	 	 0.05 
149 	 	 0.05 
150 	 	 0.05 
151 	 	 0.05 
152 	 	 0.05 
153 	 	 0.05 
154 	 	 0.05 
155 	 	 0.05 
156 	 	 0.05 
157 	 	 0.05 
158 	 	 0.05 
159 	 	 0.05 
160 	 	 0.05 
161 	 	 0.05 
162 	 	 0.05 
163 	 	 0.05 
164 	 	 0.05 
165 	 	 0.05 
166 	 	 0.05 
167 	 	 0.05 
168 	 	 0.05 
169 	 	 0.05 
170 	 	 0.05 
171 	 	 0.05 
172 	 	 0.05 
173 	 	 0.05 
174 	 	 0.05 
175 	 	 0.05 
176 	 	 0.05 
177 	 	 0.05 
178 	 	 0.05 
179 	 	 0.05 
180 	 	 0.05 
181 	 	 0.05 
182 	 	 0.05 
183 	 	 0.05 
184 	 	 0.05 
185 	 	 0.05 
186 	 	 0.05 
187 	 	 0.05 
188 	 	 0.05 
189 	 	 0.05 
190 	 	 0.05 
191 	 	 0.05 
192 	 	 0.05 
193 	 	 0.05 
194 	 	 0.05 
195 	 	 0.05 
196 	 	 0.05 
197 	 	 0.05 
198 	 	 0.05 
199 	 	 0.05 
200 	 	 1 
201 	 	 0.999508 
202 	 	 0.99803 
203 	 	 0.995566 
204 	 	 0.992121 
205 	 	 0.987696 
206 	 	 0.982296 
207 	 	 0.975927 
208 	 	 0.968595 
209 	 	 0.960307 
210 	 	 0.951071 
211 	 	 0.940896 
212 	 	 0.929794 
213 	 	 0.917773 
214 	 	 0.904847 
215 	 	 0.891028 
216 	 	 0.876329 
217 	 	 0.860766 
218 	 	 0.844353 
219 	 	 0.827107 
220 	 	 0.809044 
221 	 	 0.790183 
222 	 	 0.770543 
223 	 	 0.750142 
224 	 	 0.729 
225 	 	 0.70714 
226 	 	 0.684581 
227 	 	 0.661347 
228 	 	 0.63746 
229 	 	 0.612944 
230 	 	 0.587823 
231 	 	 0.562122 
232 	 	 0.535866 
233 	 	 0.509081 
234 	 	 0.481794 
235 	 	 0.454032 
236 	 	 0.425821 
237 	 	 0.39719 
238 	 	 0.368168 
239 	 	 0.338782 
240 	 	 0.309061 
241 	 	 0.279036 
242 	 	 0.248735 
243 	 	 0.218188 
244 	 	 0.187427 
245 	 	 0.15648 
246 	 	 0.125379 
247 	 	 0.0941544 
248 	 	 0.0628368 
249 	 	 0.0314571 
250 	 	 4.63268e-05 
251 	 	 -0.0313645 
252 	 	 -0.0627443 
253 	 	 -0.0940622 
254 	 	 -0.125287 
255 	 	 -0.156389 
256 	 	 -0.187336 
257 	 	 -0.218098 
258 	 	 -0.248645 
259 	 	 -0.278947 
260 	 	 -0.308973 
261 	 	 -0.338694 
262 	 	 -0.368081 
263 	 	 -0.397105 
264 	 	 -0.425737 
265 	 	 -0.453949 
266 	 	 -0.481713 
267 	 	 -0.509002 
268 	 	 -0.535788 
269 	 	 -0.562045 
270 	 	 -0.587748 
271 	 	 -0.61287 
272 	 	 -0.637388 
273 	 	 -0.661277 
274 	 	 -0.684513 
275 	 	 -0.707074 
276 	 	 -0.728937 
277 	 	 -0.75008 
278 	 	 -0.770484 
279 	 	 -0.790127 
280 	 	 -0.80899 
281 	 	 -0.827055 
282 	 	 -0.844303 
283 	 	 -0.860718 
284 	 	 -0.876284 
285 	 	 -0.890985 
286 	 	 -0.904807 
287 	 	 -0.917736 
288 	 	 -0.929759 
289 	 	 -0.940865 
290 	 	 -0.951042 
291 	 	 -0.960281 
292 	 	 -0.968572 
293 	 	 -0.975907 
294 	 	 -0.982279 
295 	 	 -0.987681 
296 	 	 -0.992109 
297 	 	 -0.995558 
298 	 	 -0.998024 
299 	 	 -0.999505 
300 	 	 -1 
301 	 	 -0.999508 
302 	 	 -0.99803 
303 	 	 -0.995566 
304 	 	 -0.992121 
305 	 	 -0.987696 
306 	 	 -0.982296 
307 	 	 -0.975927 
308 	 	 -0.968595 
309 	 	 -0.960307 
310 	 	 -0.951071 
311 	 	 -0.940896 
312 	 	 -0.929794 
313 	 	 -0.917773 
314 	 	 -0.904847 
315 	 	 -0.891028 
316 	 	 -0.876329 
317 	 	 -0.860766 
318 	 	 -0.844353 
319 	 	 -0.827107 
320 	 	 -0.809044 
321 	 	 -0.790183 
322 	 	 -0.770543 
323 	 	 -0.750142 
324 	 	 -0.729 
325 	 	 -0.70714 
326 	 	 -0.684581 
327 	 	 -0.661347 
328 	 	 -0.63746 
329 	 	 -0.612944 
330 	 	 -0.587823 
331 	 	 -0.562122 
332 	 	 -0.535866 
333 	 	 -0.509081 
334 	 	 -0.481794 
335 	 	 -0.454032 
336 	 	 -0.425821 
337 	 	 -0.39719 
338 	 	 -0.368168 
339 	 	 -0.338782 
340 	 	 -0.309061 
341 	 	 -0.279036 
342 	 	 -0.248735 
343 	 	 -0.218188 
344 	 	 -0.187427 
345 	 	 -0.15648 
346 	 	 -0.125379 
347 	 	 -0.0941544 
348 	 	 -0.0628368 
349 	 	 -0.0314571 
350 	 	 -4.63268e-05 
